index,plot,subplot,plotid,plant,plantid,status_18,status_18r2,status_19,status_20,transition_1819,transition_1920,transition_181920,check_19_20_20,census18,notes_18,other_notes_18,census18r2,other_notes_18r2,pheno18,floral18,seeds18,leaf18,census19,notes_19,other_notes_19,pheno19,floral19,seeds19,leaf19,census20,notes_20,other_notes_20,pheno20,floral20,volatiles20,seeds20,leaf20,total_obs
675,3,D,3D,884,3D884,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,8,,1,,1,dead,dead,,,,,2,nf,,,,,,,13
676,3,D,3D,885,3D885,tagnf,no_record,tagnf,no_record,tagnf > tagnf,tagnf > no_record,tagnf > tagnf > no_record,,1,tagnf,,,,,,,,1,tagnf,tagnf,,,,,,,,,,,,,2
677,3,D,3D,886,3D886,tagnf,no_record,vegetative,flowering,tagnf > vegetative,vegetative > flowering,tagnf > vegetative > flowering,,1,tagnf,,,,,,,,1,blank,,,,,,1,blank,,4,2,1,1,,11
678,3,D,3D,887,3D887,tagnf,no_record,vegetative,tagnf,tagnf > vegetative,vegetative > tagnf,tagnf > vegetative > tagnf,,1,tagnf,,,,,,,,1,blank,,,,,,1,tagnf,,,,,,,3
679,3,D,3D,888,3D888,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,could be 2 rosettes-check,1,,,,,,1,blank,left of tag,,,,,1,nf,,,,,,,4
680,3,D,3D,889,3D889,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,1,,,1,,6
681,3,D,3D,890,3D890,tagnf,no_record,vegetative,vegetative,tagnf > vegetative,vegetative > vegetative,tagnf > vegetative > vegetative,,1,tagnf,,,,,,,,1,ts,ts,,,,,1,blank,,,,,,2,5
682,3,D,3D,891,3D891,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,2,6
683,3,D,3D,892,3D892,tagnf,no_record,vegetative,tagnf,tagnf > vegetative,vegetative > tagnf,tagnf > vegetative > tagnf,,1,tagnf,,,,,,,,1,blank,,,,,2,1,tagnf,,4,1,1,1,,12
684,3,D,3D,893,3D893,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,R of tag,,,,,1,blank,,6,2,,1,,13
685,3,D,3D,894,3D894,vegetative,vegetative,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,plant is up from tag,1,,,,,2,1,blank,,,,,1,1,tagnf,,2,3,,1,,13
686,3,D,3D,895,3D895,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,6,1,2,1,,14
687,3,D,3D,896,3D896,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,,5,1,,1,nf,,,,,,,10
688,3,D,3D,897,3D897,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,ts,ts,,,,,1,dead,,,,,,,4
689,3,D,3D,898,3D898,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,"dug up, tag in a hole",,,,1,,5
690,3,D,3D,899,3D899,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
691,3,D,3D,900,3D900,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,ts,ts,,,,,1,blank,,,,,,,4
692,3,D,3D,2878,3D2878,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
693,4,A,4A,100,4A100,vegetative,vegetative,vegetative,no_record,vegetative > vegetative,vegetative > no_record,vegetative > vegetative > no_record,,1,blank,,1,,,,,,1,blank,,,,,,,,,,,,,,3
694,4,A,4A,101,4A101,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,2,1,blank,,6,3,1,1,,17
695,4,A,4A,102,4A102,recheck,no_record,vegetative,vegetative,recheck > vegetative,vegetative > vegetative,recheck > vegetative > vegetative,,1,tagnf,,,,1,,,,1,blank,,,,,,1,blank,,,,,,1,5
696,4,A,4A,103,4A103,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
697,4,A,4A,104,4A104,recheck,vegetative,dead_nf,vegetative,recheck > dead_nf,dead_nf > vegetative,recheck > dead_nf > vegetative,resurrected?,1,tagnf,,1,,,,,2,1,dead,dead,,,,,1,blank,,,,,,,6
698,4,A,4A,105,4A105,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,blank,,,,,,1,dead,,,,,,,4
699,4,A,4A,106,4A106,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
700,4,A,4A,107,4A107,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,2,blank,,3,1,,,,9
701,4,A,4A,108,4A108,vegetative,vegetative,dead_nf,flowering,vegetative > dead_nf,dead_nf > flowering,vegetative > dead_nf > flowering,refound?,1,blank,,1,,,,,,1,nf,nf,,,,,2,blank,,,,,,2,7
702,4,A,4A,109,4A109,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,2,1,blank,,,,,1,1,blank,,3,,1,1,,12
703,4,A,4A,110,4A110,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,5,3,1,1,,14
704,4,A,4A,111,4A111,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,ts,ts,,,,,1,blank,,,,,,,4
705,4,A,4A,112,4A112,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,12,,1,,1,nf,nf,,,,,1,nf,,,,,,,17
706,4,A,4A,113,4A113,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,blank,,,,,2,1,dead,,,,,,,6
707,4,A,4A,114,4A114,vegetative,vegetative,dead_nf,flowering,vegetative > dead_nf,dead_nf > flowering,vegetative > dead_nf > flowering,refound?,1,blank,,1,,,,,,1,nf,nf,,,,,1,blank,,5,5,1,1,,16
708,4,A,4A,115,4A115,vegetative,vegetative,dead_nf,recheck,vegetative > dead_nf,dead_nf > recheck,vegetative > dead_nf > recheck,rosettes? flowering? refound?,1,blank,,1,,,,,,1,nf,nf,1,,,,1,chewed,,1,1,1,1,,9
709,4,A,4A,116,4A116,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,rosettes?,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
710,4,A,4A,117,4A117,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,8,4,1,,1,nf,nf,,,,,1,nf,,1,,,,,18
711,4,A,4A,118,4A118,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
712,4,A,4A,119,4A119,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
713,4,A,4A,120,4A120,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,7,,1,,1,nf,nf,,,,,1,nf,,,,,,,12
714,4,A,4A,121,4A121,no_record,no_record,dead_nf,flowering,no_record > dead_nf,dead_nf > flowering,no_record > dead_nf > flowering,refound?,,,,,,,,,,1,nf,nf,,,,,1,blank,,2,3,1,1,,9
715,4,A,4A,122,4A122,no_record,no_record,vegetative,dead_nf,no_record > vegetative,vegetative > dead_nf,no_record > vegetative > dead_nf,,,,,,,,,,,1,blank,upper right,,,,,1,dead,,,,,,,2
716,4,A,4A,123,4A123,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,5,5,2,,1,nf,,,,,,,14
717,4,A,4A,124,4A124,no_record,no_record,no_record,flowering,no_record > no_record,no_record > flowering,no_record > no_record > flowering,check tag #,,,,,,,,,,,,,3,4,1,,1,blank,,6,2,1,1,,19
718,4,A,4A,156,4A156,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
719,4,A,4A,16,4A16,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
720,4,A,4A,164,4A164,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
721,4,A,4A,168,4A168,no_record,no_record,no_record,dead_nf,no_record > no_record,no_record > dead_nf,no_record > no_record > dead_nf,check tag #,,,,,,,,,,,,,1,4,1,,1,nf,,,,,,,7
722,4,A,4A,217,4A217,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
723,4,A,4A,45,4A45,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
724,4,A,4A,60,4A60,vegetative,recheck,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,gone,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
725,4,A,4A,61,4A61,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
726,4,A,4A,62,4A62,recheck,no_record,dead_nf,dead_nf,recheck > dead_nf,dead_nf > dead_nf,recheck > dead_nf > dead_nf,died and nf?,1,tagnf,,,,,,,2,1,blank,,,,,,1,nf,,,,,,,5
727,4,A,4A,63,4A63,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,16,5,1,,1,nf,nf,,,,,1,nf,,2,,,,,27
728,4,A,4A,64,4A64,vegetative,vegetative,vegetative,recheck,vegetative > vegetative,vegetative > recheck,vegetative > vegetative > recheck,rosettes?,1,blank,,1,,,,,,1,blank,,,,,,1,chewed,,,,,,,4
729,4,A,4A,65,4A65,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,1,,5
730,4,A,4A,66,4A66,recheck,no_record,dead_nf,no_record,recheck > dead_nf,dead_nf > no_record,recheck > dead_nf > no_record,,1,tagnf,,,,,,,,1,blank,,,,,,,,,,,,,,2
731,4,A,4A,67,4A67,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,chew death,1,blank,,1,,,,,,1,chewed,"chewed, ts",,,,,1,nf,,,,,,,4
732,4,A,4A,68,4A68,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,2,,2,2,blank,,5,2,1,1,,18
733,4,A,4A,69,4A69,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,13,5,1,,1,dead,dead,,,,,1,nf,,,,,,,22
734,4,A,4A,70,4A70,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,1,,,,1,dead,dead,,,,,1,nf,,,,,,,5
735,4,A,4A,71,4A71,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,ts,ts,,,,,1,nf,,,,,,,4
736,4,A,4A,72,4A72,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
737,4,A,4A,73,4A73,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
738,4,A,4A,74,4A74,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,blank,,1,,,,,,1,nf,nf,,,,,1,blank,,,,,,,4
739,4,A,4A,75,4A75,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,13,5,1,,1,nf,nf,,,,,1,nf,,,,,,,22
740,4,A,4A,76,4A76,flowering,no_record,dead_nf,vegetative,flowering > dead_nf,dead_nf > vegetative,flowering > dead_nf > vegetative,,1,blank,,,,14,3,1,,1,dead,1 rosette dead,,,,,1,blank,,,,,,,21
741,4,A,4A,77,4A77,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,resurrected?,1,blank,,1,,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
742,4,A,4A,78,4A78,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
743,4,A,4A,79,4A79,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,1,,,,1,blank,,,,,,1,blank,,,,,,2,7
744,4,A,4A,80,4A80,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,chewed,chewed 1 stalk,6,6,1,1,,18
745,4,A,4A,81,4A81,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
746,4,A,4A,82,4A82,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
747,4,A,4A,83,4A83,flowering,no_record,dead_nf,no_record,flowering > dead_nf,dead_nf > no_record,flowering > dead_nf > no_record,,1,blank,,,,13,,1,,1,nf,nf,,,,,,,,,,,,,16
748,4,A,4A,84,4A84,vegetative,vegetative,vegetative,tagnf,vegetative > vegetative,vegetative > tagnf,vegetative > vegetative > tagnf,,1,blank,,1,,,,,,1,blank,,,,,,1,tagnf,,,,,,,4
749,4,A,4A,85,4A85,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,6,5,1,1,,17
750,4,A,4A,86,4A86,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
751,4,A,4A,87,4A87,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
752,4,A,4A,88,4A88,recheck,no_record,dead_nf,flowering,recheck > dead_nf,dead_nf > flowering,recheck > dead_nf > flowering,resurrected?,1,tagnf,,,,,,,,1,dead,dead,,,,,1,blank,,,,,,,3
753,4,A,4A,89,4A89,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,2,1,blank,,3,5,1,,1,nf,,,,,,,15
754,4,A,4A,90,4A90,vegetative,vegetative,dead_nf,no_record,vegetative > dead_nf,dead_nf > no_record,vegetative > dead_nf > no_record,,1,blank,,1,,13,7,1,,1,nf,nf,,,,,,,,,,,,,24
755,4,A,4A,91,4A91,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,5,2,1,1,,13
756,4,A,4A,92,4A92,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,2,6
757,4,A,4A,93,4A93,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
758,4,A,4A,94,4A94,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,14,9,1,,1,nf,nf,,,,,1,nf,,,,,,,28
759,4,A,4A,95,4A95,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
760,4,A,4A,96,4A96,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,blank,,1,,,,,,1,nf,nf,,,,,1,blank,,,,,,,4
761,4,A,4A,97,4A97,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,2,1,blank,,,,,,,6
762,4,A,4A,98,4A98,vegetative,recheck,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,gone,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
763,4,A,4A,99,4A99,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,4,2,1,1,,12
764,4,A,4A,423,4A423,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
765,4,B,4B,102,4B102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
766,4,B,4B,160,4B160,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,3,2,,,1,dead,dead,,,,,1,nf,,,,,,,9
767,4,B,4B,161,4B161,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
768,4,B,4B,162,4B162,vegetative,no_record,dead_nf,no_record,vegetative > dead_nf,dead_nf > no_record,vegetative > dead_nf > no_record,,1,ts,,,,,,,,1,nf,nf,,,,,,,,,,,,,2
769,4,B,4B,163,4B163,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,ts,,,,,,,,1,blank,,,,,,1,nf,,,,,,,3
770,4,B,4B,164,4B164,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,16,,1,,1,nf,nf,,,,,1,nf,,,,,,,20
771,4,B,4B,165,4B165,vegetative,no_record,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,ts,,,,,,,,1,nf,nf,,,,2,1,blank,,,,,,,5
772,4,B,4B,166,4B166,vegetative,no_record,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,ts,,,,,,,,1,nf,nf,,,,,1,nf,,,,,,,3
773,4,B,4B,167,4B167,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,ts,,,,,,,,1,blank,,,,,,1,nf,,,,,,,3
774,4,B,4B,168,4B168,vegetative,vegetative,flowering,vegetative,vegetative > flowering,flowering > vegetative,vegetative > flowering > vegetative,flowered and lived?,1,blank,,1,,,,,,1,blank,,4,5,1,,2,blank,,,,,,,15
775,4,B,4B,169,4B169,recheck,no_record,vegetative,dead_nf,recheck > vegetative,vegetative > dead_nf,recheck > vegetative > dead_nf,died and nf?,1,nf,,,,,,,,1,blank,,,,,,1,nf,,,,,,,3
776,4,B,4B,170,4B170,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,blank,,1,,,,,,1,nf,nf,,,,,1,blank,,,,,,2,6
777,4,B,4B,171,4B171,recheck,no_record,dead_nf,vegetative,recheck > dead_nf,dead_nf > vegetative,recheck > dead_nf > vegetative,refound?,1,nf,,,,,,,,1,nf,nf,,,,,1,blank,,,,,,2,5
778,4,B,4B,172,4B172,vegetative,vegetative,dead_nf,no_record,vegetative > dead_nf,dead_nf > no_record,vegetative > dead_nf > no_record,,1,blank,,1,,,,,2,1,nf,nf,,,,1,,,,,,,,,6
779,4,B,4B,173,4B173,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,4,5,1,,1,nf,,,,,,,14
780,4,B,4B,174,4B174,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,17,2,1,,1,nf,nf,,,,,1,nf,,,,,,,23
781,4,B,4B,175,4B175,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,12,5,1,,1,nf,nf,,,,,1,nf,Tag demolished and removed,,,,,,21
782,4,B,4B,176,4B176,vegetative,no_record,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,ts,,,,,,,,1,nf,nf,,,,,1,nf,,,,,,,3
783,4,B,4B,177,4B177,flowering,no_record,vegetative,dead_nf,flowering > vegetative,vegetative > dead_nf,flowering > vegetative > dead_nf,chew death,1,blank,,,,16,2,1,,1,chewed,chewed,,,,,1,nf,,,,,,,22
784,4,B,4B,178,4B178,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,ts,,,,,,,,1,blank,,,,,2,2,nf,,,,,,,6
785,4,B,4B,179,4B179,vegetative,no_record,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,ts,,,,,,,,1,nf,nf,,,,,1,blank,,,,,,,3
786,4,B,4B,180,4B180,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
787,4,B,4B,181,4B181,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,14,6,1,,1,nf,nf,,,,,1,nf,,,,,,,24
788,4,B,4B,182,4B182,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
789,4,B,4B,183,4B183,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,15,2,1,,1,nf,nf,,,,,1,nf,,,,,,,21
790,4,B,4B,184,4B184,vegetative,no_record,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,ts,,,,,,,,1,blank,,,,,,1,chewed,,,,,,,3
791,4,B,4B,185,4B185,recheck,no_record,dead_nf,dead_nf,recheck > dead_nf,dead_nf > dead_nf,recheck > dead_nf > dead_nf,,1,nf,,,,11,5,1,,1,dead,dead,,,,,1,nf,,,,,,,20
792,4,B,4B,186,4B186,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
793,4,B,4B,187,4B187,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,2,1,blank,,,,,,1,nf,,,,,,,6
794,4,B,4B,188,4B188,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,ts,,,,,,,,1,ts,ts,,,,,1,nf,,,,,,,3
795,4,B,4B,189,4B189,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,14,4,1,,1,nf,nf,,,,,1,nf,,,,,,,22
796,4,B,4B,190,4B190,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,2,1,blank,,,,,3,1,blank,,,,,,,9
797,4,B,4B,191,4B191,recheck,no_record,vegetative,dead_nf,recheck > vegetative,vegetative > dead_nf,recheck > vegetative > dead_nf,chew death,1,nf,,,,,,,,1,chewed,chewed,,,,,1,nf,,,,,,,3
798,4,B,4B,192,4B192,flowering,no_record,dead_nf,no_record,flowering > dead_nf,dead_nf > no_record,flowering > dead_nf > no_record,,1,blank,,,,15,7,1,,1,blank,,,,,,,,,,,,,,25
799,4,B,4B,193,4B193,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,15,,1,,1,dead,dead,,,,,1,nf,,,,,,,19
800,4,B,4B,194,4B194,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
801,4,B,4B,195,4B195,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,14,2,1,,1,nf,nf,,,,,1,nf,,,,,,,20
