index	plot	subplot	plotid	plant	plantid	status_18	status_18r2	status_19	status_20	transition_1819	transition_1920	transition_181920	check_19_20_20	census18	notes_18	other_notes_18	census18r2	other_notes_18r2	pheno18	floral18	seeds18	leaf18	licor18	census19	notes_19	other_notes_19	pheno19	floral19	seeds19	leaf19	licor19	census20	notes_20	other_notes_20	pheno20	floral20	volatiles20	seeds20	leaf20	licor20	total_obs
781	4	A	4A	156	4A156																								1												1
782	4	A	4A	16	4A16														1												1										2
783	4	A	4A	164	4A164														1																						1
784	4	A	4A	168	4A168	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	check tag #	1										1			1	4	1			1	nf								9
785	4	A	4A	217	4A217																1																				1
786	4	A	4A	423	4A423																						1														1
787	4	A	4A	45	4A45																1																				1
788	4	A	4A	60	4A60	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	gone						1	dead	dead						1	nf							2	6
789	4	A	4A	61	4A61	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
790	4	A	4A	62	4A62	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	tagnf							2		1	blank						2	1	nf								7
791	4	A	4A	63	4A63	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				16	5	1			1	nf	nf						1	nf								25
792	4	A	4A	63_20	4A63_20																														2						2
793	4	A	4A	64	4A64	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	rosettes?	1	blank		1							1	blank							1	chewed								4
794	4	A	4A	65	4A65	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1						2	1	blank						2	1	blank					1			9
795	4	A	4A	66	4A66	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	blank							1									3
796	4	A	4A	67	4A67	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	chew death	1	blank		1							1	chewed	chewed, ts						1	nf								4
797	4	A	4A	68	4A68	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank					2		2	dead	duplicate outside plot	5	2	1	1			16
798	4	A	4A	68_19	4A68_19																							2													2
799	4	A	4A	69	4A69	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13	5	1			1	dead	dead						1	nf								22
800	4	A	4A	70	4A70	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	nf								4
801	4	A	4A	70_18	4A70_18														1																						1
802	4	A	4A	71	4A71	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	ts	ts					2	1	nf								6
803	4	A	4A	72	4A72	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	nf								4
804	4	A	4A	73	4A73	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
805	4	A	4A	74	4A74	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf														2	5
806	4	A	4A	74_20	4A74_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
807	4	A	4A	75	4A75	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13	5	1			1	nf	nf						1	nf								22
808	4	A	4A	76	4A76	flowering	no_record	vegetative	vegetative	flowering > vegetative	vegetative > vegetative	flowering > vegetative > vegetative		1	blank				14	3	1			1	dead	1 rosette dead						1	blank								21
809	4	A	4A	77	4A77	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	resurrected?	1	blank		1							1	dead	dead						1	nf								4
810	4	A	4A	78	4A78	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	nf								4
811	4	A	4A	79	4A79	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank						2	4	10
812	4	A	4A	79_18	4A79_18														1																						1
813	4	A	4A	80	4A80	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	chewed	chewed 1 stalk	6	6	1	1			18
814	4	A	4A	81	4A81	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
815	4	A	4A	82	4A82	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
816	4	A	4A	83	4A83	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13		1			1	nf	nf						1									17
817	4	A	4A	84	4A84	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1							1	blank							1	tagnf								4
818	4	A	4A	85	4A85	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		6	5	1	1			17
819	4	A	4A	86	4A86	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
820	4	A	4A	87	4A87	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
821	4	A	4A	88	4A88	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	resurrected?	1	tagnf									1	dead	dead						1	blank								3
822	4	A	4A	89	4A89	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2		1	blank		3	5	1			1	nf								15
823	4	A	4A	90	4A90	flowering	vegetative	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank		1		13	7	1			1	nf	nf						1									25
824	4	A	4A	91	4A91	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		5	2	1	1			13
825	4	A	4A	92	4A92	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank						2		6
826	4	A	4A	93	4A93	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
827	4	A	4A	94	4A94	flowering	vegetative	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank		1		14	9	1			1	nf	nf						1	nf								28
828	4	A	4A	95	4A95	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
829	4	A	4A	96	4A96	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf															3
830	4	A	4A	96_20	4A96_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
831	4	A	4A	97	4A97	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank					2		1	blank								6
832	4	A	4A	98	4A98	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	gone						1	nf	nf						1	nf								4
833	4	A	4A	99	4A99	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		4	2	1	1			12
834	4	B	4B	102	4B102																																		1		1
835	4	B	4B	160	4B160	flowering	vegetative	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank		1		3	2			2	1	dead	dead						1	nf								11
836	4	B	4B	161	4B161	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1						2	1	nf	nf						1	nf								6
837	4	B	4B	162	4B162	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf						1									3
838	4	B	4B	163	4B163	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	ts									1	blank							1	nf								3
839	4	B	4B	164	4B164	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				16		1			1	nf	nf						1	nf								20
840	4	B	4B	165	4B165	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf															2
841	4	B	4B	165_19	4B165_19																									2											2
842	4	B	4B	165_20	4B165_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
843	4	B	4B	166	4B166	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	ts									1	nf	nf					2	1	nf								5
844	4	B	4B	167	4B167	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	ts									1	blank							1	nf								3
845	4	B	4B	168	4B168	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1						3	1	blank		4	5	1												16
846	4	B	4B	168_20	4B168_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	flowered and lived?																			2	blank								2
847	4	B	4B	169	4B169	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	nf									1	blank							1	nf								3
848	4	B	4B	170	4B170	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf															3
849	4	B	4B	170_20	4B170_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank						2		3
850	4	B	4B	171	4B171	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf															2
851	4	B	4B	171_20	4B171_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank						2		3
852	4	B	4B	172	4B172	vegetative	vegetative	vegetative	no_record	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record		1	blank		1					2		1	nf	nf				1											6
853	4	B	4B	173	4B173	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		4	5	1			1	nf								14
854	4	B	4B	174	4B174	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				17	2	1			1	nf	nf						1	nf								23
855	4	B	4B	175	4B175	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				12	5	1			1	nf	nf						1	nf	Tag demolished and removed							21
856	4	B	4B	176	4B176	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf						1	nf								3
857	4	B	4B	177	4B177	flowering	no_record	vegetative	dead_nf	flowering > vegetative	vegetative > dead_nf	flowering > vegetative > dead_nf	chew death	1	blank				16	2	1			1	chewed	chewed						1	nf								22
858	4	B	4B	178	4B178	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	ts									1	blank					2		2	nf								6
859	4	B	4B	179	4B179	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf															2
860	4	B	4B	179_20	4B179_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
861	4	B	4B	180	4B180	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1						2	1	nf	nf						1	nf								6
862	4	B	4B	181	4B181	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				14	6	1			1	nf	nf						1	nf								24
863	4	B	4B	182	4B182	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
864	4	B	4B	183	4B183	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				15	2	1			1	nf	nf						1	nf								21
865	4	B	4B	184	4B184	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	ts									1	blank							1	chewed								3
866	4	B	4B	185	4B185	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	nf				11	5	1			1	dead	dead						1	nf								20
867	4	B	4B	186	4B186	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
868	4	B	4B	187	4B187	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1					2		1	blank							1	nf								6
869	4	B	4B	188	4B188	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	ts									1	ts	ts						1	nf								3
870	4	B	4B	189	4B189	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				14	4	1			1	nf	nf						1	nf								22
871	4	B	4B	190	4B190	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1					2	1	1	blank					3	2	1	blank							4	16
872	4	B	4B	191	4B191	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	chew death	1	nf									1	chewed	chewed						1	nf								3
873	4	B	4B	192	4B192	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				15	7	1			1	blank							1									26
874	4	B	4B	193	4B193	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				15		1			1	dead	dead						1	nf								19
875	4	B	4B	194	4B194	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
876	4	B	4B	195	4B195	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				14	2	1			1	nf	nf						1	nf								20
877	4	B	4B	196	4B196	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	died and nf?	1	blank				15	3	1			1	blank							1	nf								22
878	4	B	4B	197	4B197	vegetative	no_record	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	ts									1	ts	ts						1	tagnf								3
879	4	B	4B	198	4B198	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank							1	nf								4
880	4	B	4B	199	4B199	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				11	2	1			1	nf	nf						1	nf								17
881	4	B	4B	200	4B200	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf						1	nf								3
882	4	B	4B	201	4B201	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf															3
883	4	B	4B	201_20	4B201_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank						2		3
884	4	B	4B	202	4B202	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
885	4	B	4B	203	4B203	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf															2
886	4	B	4B	203_20	4B203_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
887	4	B	4B	204	4B204	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf															3
888	4	B	4B	204_20	4B204_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
889	4	B	4B	205	4B205	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	blank							1	tagnf								4
890	4	B	4B	206	4B206	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	chew death	1	blank		1					2		1	chewed	chewed, ts				1	2	1	nf								9
891	4	B	4B	207	4B207	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf						1	nf								3
892	4	B	4B	208	4B208	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
893	4	B	4B	209	4B209	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf						1	nf								3
894	4	B	4B	210	4B210	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf						1	nf								3
895	4	B	4B	211	4B211	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1	blank					2	2	1	blank		1	1					9
896	4	B	4B	212	4B212	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1										1	blank	upper right					5	1	nf								8
897	4	B	4B	213	4B213	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1										1	blank							1	blank							2	5
898	4	B	4B	214	4B214	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1										1	blank							1	blank						2	2	7
899	4	B	4B	295	4B295																														1						1
900	4	B	4B	594	4B594	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	5	5	1	1			15
901	4	B	4B	596	4B596	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	7	5	1	1			17
902	4	B	4B	599	4B599																														1						1
903	4	B	4B	601	4B601																1																				1
904	4	B	4B	680	4B680	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	2	2		1			8
905	4	B	4B	833	4B833																1																				1
906	4	B	4B	85	4B85															2																					2
907	4	C	4C	100	4C100																						1														1
908	4	C	4C	104	4C104	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	tagnf									1	blank							1	nf								3
909	4	C	4C	105	4C105	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
910	4	C	4C	106	4C106	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	died and nf?	1	blank		1							1	blank						2	1	nf							2	8
911	4	C	4C	107	4C107	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	regrew?	1	blank		1					2		1	chewed	chewed, ts				1		1	blank						2		9
912	4	C	4C	108	4C108	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
913	4	C	4C	109	4C109	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		3	4	1			1	nf								12
914	4	C	4C	11	4C11															2																					2
915	4	C	4C	110	4C110	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	chewed								4
916	4	C	4C	111	4C111	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	died and nf?	1	tagnf									1	blank			4	1			1	nf								8
917	4	C	4C	112	4C112	vegetative	no_record	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	tagnf									1	blank							1	tagnf								3
918	4	C	4C	113	4C113	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	nf	nf						1	nf								3
919	4	C	4C	113_19	4C113_19																						1														1
920	4	C	4C	114	4C114	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	chew death	1	blank		1							1	chewed	chewed, ts	2					1	nf								6
921	4	C	4C	115	4C115	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1						3	1	blank			4	1			1									12
922	4	C	4C	116	4C116	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							2	blank								5
923	4	C	4C	117	4C117	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	nf	nf						1	nf								3
924	4	C	4C	118	4C118	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				17	3	1			1	nf	nf						1	nf								24
925	4	C	4C	119	4C119	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				16	9	1			1	nf	nf						1	nf								29
926	4	C	4C	120	4C120	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	refound?	1	tagnf									1	nf	nf						1	blank		3	2	1	1			10
927	4	C	4C	121	4C121	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	regrew?	1	blank		1							1	chewed	chewed						1	blank						2		6
928	4	C	4C	122	4C122	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
929	4	C	4C	123	4C123	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	regrew?	1	tagnf									1	chewed	chewed						1	blank								3
930	4	C	4C	123_19	4C123_19																							1													1
931	4	C	4C	163	4C163																1										2										3
932	4	C	4C	168	4C168																						1														1
933	4	C	4C	173	4C173																						1														1
934	4	C	4C	175	4C175																						1														1
935	4	C	4C	181	4C181																														1						1
936	4	C	4C	187	4C187	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	ts	ts						1	blank		3	5	1	1			14
937	4	C	4C	188	4C188	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	tagnf									1	blank							1	nf								3
938	4	C	4C	189	4C189	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank						2	1	nf								6
939	4	C	4C	190	4C190	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank						2	1	blank						2	2	10
940	4	C	4C	191	4C191	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank	bottom right of tag						1	blank								3
941	4	C	4C	192	4C192	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		3	1		1			9
942	4	C	4C	193	4C193	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank					2		1	blank						2		7
943	4	C	4C	193_20	4C193_20																																	1			1
944	4	C	4C	194	4C194	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
945	4	C	4C	195	4C195	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1					2		1	blank					1	2	1	blank		7	5	1	1			23
