plot	subplot	plotid	plant	plantid	status_18	status_18r2	status_19	status_20	status_21	check_19_20_20	other_notes_18	notes_18	other_notes_18r2	notes_18r2	other_notes_19	notes_19	notes_20	other_notes_20	notes1818r2_19_20chk1920_21	other_notes_21	transition_1819	transition_1920	transition_181920	transition_18192021	flowering_status_18	flowering_status_18r2	flowering_status_19	flowering_status_20	flowering_status_21	alive_status_18	alive_status_18r2	alive_status_19	alive_status_20	alive_status_21
3	D	3D	895	3D895	vegetative	vegetative	vegetative	flowering	flowering	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	ATTACHED DEAD F FROM LAST YEAR. recheck - count stalks and rosettes	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > flowering	0	0	0	1	1	1	1	1	1	1
3	D	3D	896	3D896	vegetative	vegetative	flowering	dead_nf	dead_nf	died and nf?	NA	blank	NA	blank	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
3	D	3D	897	3D897	vegetative	vegetative	vegetative	dead_nf	dead_nf	NA	NA	blank	NA	blank	ts	ts	dead	NA	,|ts|,	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
3	D	3D	898	3D898	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	dug up, tag in a hole	,|nf|dug up, tag in a hole,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	D	3D	899	3D899	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
3	D	3D	900	3D900	vegetative	vegetative	vegetative	vegetative	dead_nf	NA	NA	blank	NA	blank	ts	ts	blank	NA	,|ts|,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > dead_nf	0	0	0	0	0	1	1	1	1	0
4	A	4A	100	4A100	vegetative	vegetative	vegetative	no_record	vegetative	NA	NA	blank	NA	blank	NA	blank	NA	NA	,||,	NA	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record	vegetative > vegetative > no_record > vegetative	0	0	0	NA	0	1	1	1	NA	1
4	A	4A	101	4A101	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	102	4A102	vegetative	no_record	vegetative	vegetative	flowering	NA	NA	tagnf	NA	NA	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > flowering	0	NA	0	0	1	1	NA	1	1	1
4	A	4A	103	4A103	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	104	4A104	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	tagnf	NA	blank	dead	dead	NA	NA	,|dead|,	Nothing on tag, changed from NF to O	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	105	4A105	vegetative	vegetative	vegetative	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	dead	NA	,||,	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
4	A	4A	106	4A106	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	107	4A107	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	108	4A108	vegetative	vegetative	vegetative	vegetative	flowering	refound?	NA	blank	NA	blank	nf	nf	blank	NA	,|nf|,refound?	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > flowering	0	0	0	0	1	1	1	1	1	1
4	A	4A	109	4A109	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	110	4A110	vegetative	vegetative	vegetative	flowering	tagnf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > tagnf	0	0	0	1	NA	1	1	1	1	NA
4	A	4A	111	4A111	vegetative	vegetative	vegetative	vegetative	flowering	NA	NA	blank	NA	blank	ts	ts	blank	NA	,|ts|,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > flowering	0	0	0	0	1	1	1	1	1	1
4	A	4A	112	4A112	flowering	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	0	0	0	0	1	1	0	0	0
4	A	4A	113	4A113	vegetative	vegetative	vegetative	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	dead	NA	,||,	Next to untagged flowering plant	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
4	A	4A	114	4A114	vegetative	vegetative	vegetative	flowering	dead_nf	refound?	NA	blank	NA	blank	nf	nf	blank	NA	,|nf|,refound?	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	115	4A115	vegetative	vegetative	vegetative	flowering	dead_nf	rosettes? flowering? refound?	NA	blank	NA	blank	nf	nf	chewed	NA	,|nf|,rosettes? flowering? refound?	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	116	4A116	vegetative	vegetative	vegetative	flowering	dead_nf	rosettes?	NA	blank	NA	blank	NA	blank	blank	NA	,||,rosettes?	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	117	4A117	flowering	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	0	0	0	0	1	1	0	0	0
4	A	4A	118	4A118	vegetative	vegetative	dead_nf	dead_nf	tagnf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > tagnf	0	0	0	0	NA	1	1	0	0	NA
4	A	4A	119	4A119	vegetative	vegetative	dead_nf	dead_nf	tagnf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > tagnf	0	0	0	0	NA	1	1	0	0	NA
4	A	4A	120	4A120	flowering	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	0	0	0	0	1	1	0	0	0
4	A	4A	121	4A121	vegetative	no_record	vegetative	flowering	dead_nf	refound?	NA	NA	NA	NA	nf	nf	blank	NA	,|nf|,refound?	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	NA	0	1	0	1	NA	1	1	0
4	A	4A	122	4A122	vegetative	no_record	vegetative	dead_nf	vegetative	NA	NA	NA	NA	NA	upper right	blank	dead	NA	,|upper right|,	upper right of tag	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > vegetative	0	NA	0	0	0	1	NA	1	0	1
4	A	4A	123	4A123	vegetative	no_record	flowering	dead_nf	dead_nf	NA	NA	NA	NA	NA	NA	blank	nf	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	NA	1	0	0	1	NA	1	0	0
4	A	4A	124	4A124	vegetative	no_record	flowering	flowering	dead_nf	check tag #	NA	NA	NA	NA	NA	NA	blank	NA	,||,check tag #	3 dead stalks	vegetative > flowering	flowering > flowering	vegetative > flowering > flowering	vegetative > flowering > flowering > dead_nf	0	NA	1	1	0	1	NA	1	1	0
4	A	4A	168	4A168	flowering	no_record	dead_nf	dead_nf	dead_nf	check tag #	NA	NA	NA	NA	NA	NA	nf	NA	,||,check tag #	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
4	A	4A	60	4A60	vegetative	recheck	dead_nf	dead_nf	dead_nf	NA	NA	blank	gone	nf	dead	dead	nf	NA	,gone|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	NA	0	0	0	1	NA	0	0	0
4	A	4A	61	4A61	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
4	A	4A	62	4A62	vegetative	no_record	vegetative	dead_nf	vegetative	died and nf?	NA	tagnf	NA	NA	NA	blank	nf	NA	,||,died and nf?	Above tag	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > vegetative	0	NA	0	0	0	1	NA	1	0	1
4	A	4A	63	4A63	flowering	no_record	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	NA	nf	nf	nf	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
4	A	4A	64	4A64	vegetative	vegetative	vegetative	vegetative	vegetative	rosettes?	NA	blank	NA	blank	NA	blank	chewed	NA	,||,rosettes?	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
4	A	4A	65	4A65	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	66	4A66	vegetative	no_record	dead_nf	dead_nf	tagnf	NA	NA	tagnf	NA	NA	NA	blank	NA	NA	,||,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > tagnf	0	NA	0	0	NA	1	NA	0	0	NA
4	A	4A	67	4A67	vegetative	vegetative	vegetative	dead_nf	dead_nf	chew death	NA	blank	NA	blank	chewed, ts	chewed	nf	NA	,|chewed, ts|,chew death	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
4	A	4A	68	4A68	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	dead	duplicate outside plot	,||duplicate outside plot,	Outside plot	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	69	4A69	flowering	no_record	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	NA	dead	dead	nf	NA	,|dead|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
4	A	4A	70	4A70	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	71	4A71	vegetative	vegetative	vegetative	dead_nf	dead_nf	died and nf?	NA	blank	NA	blank	ts	ts	nf	NA	,|ts|,died and nf?	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	0	0	0	0	1	1	1	0	0
4	A	4A	72	4A72	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	73	4A73	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
4	A	4A	74	4A74	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	NA	NA	,|nf|,	changed from TNF to O	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	75	4A75	flowering	no_record	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	NA	nf	nf	nf	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
4	A	4A	76	4A76	flowering	no_record	vegetative	vegetative	dead_nf	NA	NA	blank	NA	NA	1 rosette dead	dead	blank	NA	,|1 rosette dead|,	NA	flowering > vegetative	vegetative > vegetative	flowering > vegetative > vegetative	flowering > vegetative > vegetative > dead_nf	1	NA	0	0	0	1	NA	1	1	0
4	A	4A	77	4A77	vegetative	vegetative	dead_nf	dead_nf	dead_nf	resurrected?	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,resurrected?	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	78	4A78	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	79	4A79	vegetative	vegetative	vegetative	vegetative	tagnf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > tagnf	0	0	0	0	NA	1	1	1	1	NA
4	A	4A	80	4A80	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	chewed	chewed 1 stalk	,||chewed 1 stalk,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	81	4A81	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	82	4A82	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
4	A	4A	83	4A83	flowering	no_record	dead_nf	dead_nf	tagnf	NA	NA	blank	NA	NA	nf	nf	NA	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > tagnf	1	NA	0	0	NA	1	NA	0	0	NA
4	A	4A	84	4A84	vegetative	vegetative	vegetative	tagnf	vegetative	NA	NA	blank	NA	blank	NA	blank	tagnf	NA	,||,	NA	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf	vegetative > vegetative > tagnf > vegetative	0	0	0	NA	0	1	1	1	NA	1
4	A	4A	85	4A85	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	86	4A86	vegetative	vegetative	dead_nf	dead_nf	tagnf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > tagnf	0	0	0	0	NA	1	1	0	0	NA
4	A	4A	87	4A87	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	88	4A88	vegetative	no_record	dead_nf	dead_nf	dead_nf	resurrected?	NA	tagnf	NA	NA	dead	dead	blank	NA	,|dead|,resurrected?	tiny plant	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	NA	0	0	0	1	NA	0	0	0
4	A	4A	89	4A89	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	nf	NA	,||,	NA	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
4	A	4A	90	4A90	flowering	vegetative	dead_nf	dead_nf	tagnf	NA	NA	blank	NA	blank	nf	nf	NA	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > tagnf	1	0	0	0	NA	1	1	0	0	NA
4	A	4A	91	4A91	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	A	4A	92	4A92	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
4	A	4A	93	4A93	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	94	4A94	flowering	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	0	0	0	0	1	1	0	0	0
4	A	4A	95	4A95	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
4	A	4A	96	4A96	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	NA	NA	,|nf|,	changed from TNF to O	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	A	4A	97	4A97	vegetative	vegetative	vegetative	vegetative	vegetative	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	vegetative > vegetative > vegetative > vegetative	0	0	0	0	0	1	1	1	1	1
4	A	4A	98	4A98	vegetative	recheck	dead_nf	dead_nf	tagnf	NA	NA	blank	gone	nf	nf	nf	nf	NA	,gone|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > tagnf	0	NA	0	0	NA	1	NA	0	0	NA
4	A	4A	99	4A99	vegetative	vegetative	vegetative	flowering	dead_nf	NA	NA	blank	NA	blank	NA	blank	blank	NA	,||,	NA	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	vegetative > vegetative > flowering > dead_nf	0	0	0	1	0	1	1	1	1	0
4	B	4B	160	4B160	flowering	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	dead	dead	nf	NA	,|dead|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	0	0	0	0	1	1	0	0	0
4	B	4B	161	4B161	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	nf	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	B	4B	162	4B162	vegetative	no_record	dead_nf	dead_nf	tagnf	NA	NA	ts	NA	NA	nf	nf	NA	NA	,|nf|,	NA	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > tagnf	0	NA	0	0	NA	1	NA	0	0	NA
4	B	4B	163	4B163	vegetative	no_record	vegetative	dead_nf	dead_nf	died and nf?	NA	ts	NA	NA	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	NA	0	0	0	1	NA	1	0	0
4	B	4B	164	4B164	flowering	no_record	dead_nf	dead_nf	tagnf	NA	NA	blank	NA	NA	nf	nf	nf	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > tagnf	1	NA	0	0	NA	1	NA	0	0	NA
4	B	4B	165	4B165	vegetative	no_record	dead_nf	dead_nf	dead_nf	NA	NA	ts	NA	NA	nf	nf	NA	NA	,|nf|,	changed from NF to O	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	NA	0	0	0	1	NA	0	0	0
4	B	4B	166	4B166	vegetative	no_record	vegetative	dead_nf	dead_nf	NA	NA	ts	NA	NA	nf	nf	nf	NA	,|nf|,	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	NA	0	0	0	1	NA	1	0	0
4	B	4B	167	4B167	vegetative	no_record	vegetative	dead_nf	dead_nf	died and nf?	NA	ts	NA	NA	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > dead_nf	0	NA	0	0	0	1	NA	1	0	0
4	B	4B	168	4B168	vegetative	vegetative	flowering	dead_nf	dead_nf	NA	NA	blank	NA	blank	NA	blank	NA	NA	,||,	changed from TNF to O	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > dead_nf	0	0	1	0	0	1	1	1	0	0
4	B	4B	169	4B169	vegetative	no_record	vegetative	dead_nf	tagnf	died and nf?	NA	nf	NA	NA	NA	blank	nf	NA	,||,died and nf?	NA	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	vegetative > vegetative > dead_nf > tagnf	0	NA	0	0	NA	1	NA	1	0	NA
4	B	4B	170	4B170	vegetative	vegetative	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	blank	nf	nf	NA	NA	,|nf|,	changed from NF to O	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	vegetative > dead_nf > dead_nf > dead_nf	0	0	0	0	0	1	1	0	0	0
4	B	4B	171	4B171	dead_nf	no_record	dead_nf	dead_nf	dead_nf	NA	NA	nf	NA	NA	nf	nf	NA	NA	,|nf|,	moved F to 4B171_20, changed TNF to O	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf	dead_nf > dead_nf > dead_nf > dead_nf	0	NA	0	0	0	0	NA	0	0	0
4	B	4B	172	4B172	vegetative	vegetative	vegetative	no_record	vegetative	NA	NA	blank	NA	blank	nf	nf	NA	NA	,|nf|,	XL refound tag	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record	vegetative > vegetative > no_record > vegetative	0	0	0	NA	0	1	1	1	NA	1
4	B	4B	173	4B173	vegetative	vegetative	flowering	dead_nf	flowering	NA	NA	blank	NA	blank	NA	blank	nf	NA	,||,	new?	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	vegetative > flowering > dead_nf > flowering	0	0	1	0	1	1	1	1	0	1
4	B	4B	174	4B174	flowering	no_record	dead_nf	dead_nf	dead_nf	NA	NA	blank	NA	NA	nf	nf	nf	NA	,|nf|,	NA	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	flowering > dead_nf > dead_nf > dead_nf	1	NA	0	0	0	1	NA	0	0	0
