plantid	cen181920	size20	notes1818r2_19_20chk1920	data_entry	scribe	observer	date	other_notes	stalks	status	n_rosettes	r1_longest	r1_leaves	r2_longest	r2_leaves	r3_longest	r3_leaves	r4_longest	r4_leaves	r5_longest	r5_leaves	r6_longest	r6_leaves	r7_longest	r7_leaves	plot	subplot	plotid	plant	year	water	snow	plot_x	plot_y	subplot_x	subplot_y	water4
4A112	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	112	2021	Addition	Early	3	0	-1	1	Addition
4A113	V | V |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	Next to untagged flowering plant	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	113	2021	Addition	Early	3	0	-1	1	Addition
4A114	V | V | F	1,,	,|nf|,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	114	2021	Addition	Early	3	0	-1	1	Addition
4A115	V | V | F	0,,	,|nf|,rosettes? flowering? refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	115	2021	Addition	Early	3	0	-1	1	Addition
4A116	V | V | F	,,	,||,rosettes?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	116	2021	Addition	Early	3	0	-1	1	Addition
4A117	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	117	2021	Addition	Early	3	0	-1	1	Addition
4A118	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	118	2021	Addition	Early	3	0	-1	1	Addition
4A119	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	119	2021	Addition	Early	3	0	-1	1	Addition
4A120	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	120	2021	Addition	Early	3	0	-1	1	Addition
4A121	V | V | F	1,,	,|nf|,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	121	2021	Addition	Early	3	0	-1	1	Addition
4A122	V | V |DNF	0,,	,|upper right|,	DH	JP	DH	2021-06-16T00:00:00Z	upper right of tag	NA	vegetative	3	60	15	40	13	47	21	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	122	2021	Addition	Early	3	0	-1	1	Addition
4A123	V | F |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	123	2021	Addition	Early	3	0	-1	1	Addition
4A124	V | F | F	3,,	,||,check tag #	DH	JP	DH	2021-06-16T00:00:00Z	3 dead stalks	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	124	2021	Addition	Early	3	0	-1	1	Addition
4A168	F |DNF|DNF	0,,	,||,check tag #	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	168	2021	Addition	Early	3	0	-1	1	Addition
4A60	V |DNF|DNF	0,,	,gone|dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	60	2021	Addition	Early	3	0	-1	1	Addition
4A61	V | V | V	1,24,28	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	2	40	13	46	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	61	2021	Addition	Early	3	0	-1	1	Addition
4A62	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	Above tag	NA	vegetative	1	32	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	62	2021	Addition	Early	3	0	-1	1	Addition
4A63	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	63	2021	Addition	Early	3	0	-1	1	Addition
4A64	V | V | V	,,	,||,rosettes?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	3	30	10	35	9	31	9	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	64	2021	Addition	Early	3	0	-1	1	Addition
4A65	V | V | F	2,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	65	2021	Addition	Early	3	0	-1	1	Addition
4A66	V |DNF|DNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	66	2021	Addition	Early	3	0	-1	1	Addition
4A67	V | V |DNF	0,,	,|chewed, ts|,chew death	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	67	2021	Addition	Early	3	0	-1	1	Addition
4A68	V | V | F	0,,	,||duplicate outside plot,	DH	JP	DH	2021-06-16T00:00:00Z	Outside plot	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	68	2021	Addition	Early	3	0	-1	1	Addition
4A69	F |DNF|DNF	0,,	,|dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	69	2021	Addition	Early	3	0	-1	1	Addition
4A70	V |DNF|DNF	0,,	,|dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	70	2021	Addition	Early	3	0	-1	1	Addition
4A71	V | V |DNF	0,,	,|ts|,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	71	2021	Addition	Early	3	0	-1	1	Addition
4A72	V |DNF|DNF	0,,	,|dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	72	2021	Addition	Early	3	0	-1	1	Addition
4A73	V | V | V	1,11,33	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	2	38	14	49	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	73	2021	Addition	Early	3	0	-1	1	Addition
4A74	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	changed from TNF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	74	2021	Addition	Early	3	0	-1	1	Addition
4A74_20	V |DNF|DNF	2,15,40	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	74_20	2021	Addition	Early	3	0	-1	1	Addition
4A75	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	75	2021	Addition	Early	3	0	-1	1	Addition
4A76	F | V | V	1,28,53	,|1 rosette dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	76	2021	Addition	Early	3	0	-1	1	Addition
4A77	V |DNF|DNF	0,,	,|dead|,resurrected?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	77	2021	Addition	Early	3	0	-1	1	Addition
4A78	V |DNF|DNF	0,,	,|dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	78	2021	Addition	Early	3	0	-1	1	Addition
4A79	V | V | V	1,19,43	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	79	2021	Addition	Early	3	0	-1	1	Addition
4A80	V | V | F	1,,4	,||chewed 1 stalk,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	80	2021	Addition	Early	3	0	-1	1	Addition
4A81	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	81	2021	Addition	Early	3	0	-1	1	Addition
4A82	V | V | V	2,12,52	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	5	18	8	48	15	39	12	35	13	36	17	NA	NA	NA	NA	4	A	4A	82	2021	Addition	Early	3	0	-1	1	Addition
4A83	F |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	83	2021	Addition	Early	3	0	-1	1	Addition
4A84	V | V |TNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	1	46	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	84	2021	Addition	Early	3	0	-1	1	Addition
4A85	V | V | F	4,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	85	2021	Addition	Early	3	0	-1	1	Addition
4A86	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	86	2021	Addition	Early	3	0	-1	1	Addition
4A87	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	87	2021	Addition	Early	3	0	-1	1	Addition
4A88	V |DNF|DNF	2,,	,|dead|,resurrected?	DH	JP	DH	2021-06-16T00:00:00Z	tiny plant	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	88	2021	Addition	Early	3	0	-1	1	Addition
4A89	V | F |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	89	2021	Addition	Early	3	0	-1	1	Addition
4A90	F |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	90	2021	Addition	Early	3	0	-1	1	Addition
4A91	V | V | F	1,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	91	2021	Addition	Early	3	0	-1	1	Addition
4A92	V | V | V	2,19,41	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	3	37	7	38	12	38	11	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	92	2021	Addition	Early	3	0	-1	1	Addition
4A93	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	93	2021	Addition	Early	3	0	-1	1	Addition
4A94	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	94	2021	Addition	Early	3	0	-1	1	Addition
4A95	V | V | V	1,22,27	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	7	30	9	34	10	21	5	37	10	19	6	38	6	41	13	4	A	4A	95	2021	Addition	Early	3	0	-1	1	Addition
4A96	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	changed from TNF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	96	2021	Addition	Early	3	0	-1	1	Addition
4A96_20	V |DNF|DNF	2,13,19	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	96_20	2021	Addition	Early	3	0	-1	1	Addition
4A97	V | V | V	1,19,51	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	vegetative	4	40	10	40	8	43	8	45	10	NA	NA	NA	NA	NA	NA	4	A	4A	97	2021	Addition	Early	3	0	-1	1	Addition
4A98	V |DNF|DNF	0,,	,gone|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	98	2021	Addition	Early	3	0	-1	1	Addition
4A99	V | V | F	1,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	A	4A	99	2021	Addition	Early	3	0	-1	1	Addition
4B160	F |DNF|DNF	0,,	,|dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	160	2021	Control	Early	3	0	1	1	Mock rainout
4B161	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	161	2021	Control	Early	3	0	1	1	Mock rainout
4B162	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	162	2021	Control	Early	3	0	1	1	Mock rainout
4B163	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	163	2021	Control	Early	3	0	1	1	Mock rainout
4B164	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	164	2021	Control	Early	3	0	1	1	Mock rainout
4B165	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	changed from NF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	165	2021	Control	Early	3	0	1	1	Mock rainout
4B165_20	V |DNF|DNF	1,6,20	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	165_20	2021	Control	Early	3	0	1	1	Mock rainout
4B166	V | V |DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	166	2021	Control	Early	3	0	1	1	Mock rainout
4B167	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	167	2021	Control	Early	3	0	1	1	Mock rainout
4B168	V | F |DNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	changed from TNF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	168	2021	Control	Early	3	0	1	1	Mock rainout
4B168_20	V | F |DNF	3,3,20	,||,flowered and lived?	DH	JP	DH	2021-06-16T00:00:00Z	NA	1	flowering	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	168_20	2021	Control	Early	3	0	1	1	Mock rainout
4B169	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	169	2021	Control	Early	3	0	1	1	Mock rainout
4B170	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	changed from NF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	170	2021	Control	Early	3	0	1	1	Mock rainout
4B170_20	V |DNF|DNF	1,11,44	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	170_20	2021	Control	Early	3	0	1	1	Mock rainout
4B171	DNF|DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	moved F to 4B171_20, changed TNF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	171	2021	Control	Early	3	0	1	1	Mock rainout
4B171_20	DNF|DNF|DNF	3,11,32	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	2	flowering	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	171_20	2021	Control	Early	3	0	1	1	Mock rainout
4B172	V | V |NA	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	XL refound tag	NA	vegetative	3	52	12	45	9	45	7	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	172	2021	Control	Early	3	0	1	1	Mock rainout
4B173	V | F |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	new?	1	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	173	2021	Control	Early	3	0	1	1	Mock rainout
4B174	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	174	2021	Control	Early	3	0	1	1	Mock rainout
4B175	F |DNF|DNF	0,,	,|nf|Tag demolished and removed,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	175	2021	Control	Early	3	0	1	1	Mock rainout
4B176	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	176	2021	Control	Early	3	0	1	1	Mock rainout
4B177	F | V |DNF	0,,	,|chewed|,chew death	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	177	2021	Control	Early	3	0	1	1	Mock rainout
4B178	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	178	2021	Control	Early	3	0	1	1	Mock rainout
4B179	V |DNF|DNF	,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	changed TNF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	179	2021	Control	Early	3	0	1	1	Mock rainout
4B179_20	V |DNF|DNF	1,6,12	,||,refound?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	179_20	2021	Control	Early	3	0	1	1	Mock rainout
4B180	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	180	2021	Control	Early	3	0	1	1	Mock rainout
4B181	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	181	2021	Control	Early	3	0	1	1	Mock rainout
4B182	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	182	2021	Control	Early	3	0	1	1	Mock rainout
4B183	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	183	2021	Control	Early	3	0	1	1	Mock rainout
4B184	V | V | V	1,6,15	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	184	2021	Control	Early	3	0	1	1	Mock rainout
4B185	F |DNF|DNF	0,,	,|dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	185	2021	Control	Early	3	0	1	1	Mock rainout
4B186	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	186	2021	Control	Early	3	0	1	1	Mock rainout
4B187	V | V |DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	187	2021	Control	Early	3	0	1	1	Mock rainout
4B188	V | V |DNF	0,,	,|ts|,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	188	2021	Control	Early	3	0	1	1	Mock rainout
4B189	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	189	2021	Control	Early	3	0	1	1	Mock rainout
4B190	V | V | V	1,14,55	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	1	flowering	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	190	2021	Control	Early	3	0	1	1	Mock rainout
4B191	V | V |DNF	0,,	,|chewed|,chew death	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	191	2021	Control	Early	3	0	1	1	Mock rainout
4B192	F |DNF|DNF	,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	192	2021	Control	Early	3	0	1	1	Mock rainout
4B193	F |DNF|DNF	0,,	,|dead|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	193	2021	Control	Early	3	0	1	1	Mock rainout
4B194	V |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	194	2021	Control	Early	3	0	1	1	Mock rainout
4B195	F |DNF|DNF	0,,	,|nf|,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	195	2021	Control	Early	3	0	1	1	Mock rainout
4B196	F |DNF|DNF	0,,	,||,died and nf?	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	196	2021	Control	Early	3	0	1	1	Mock rainout
4B197	V | V |TNF	,,	,|ts|,	DH	JP	DH	2021-06-16T00:00:00Z	found tag	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	197	2021	Control	Early	3	0	1	1	Mock rainout
4B198	V | V |DNF	0,,	,||,	DH	JP	DH	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	B	4B	198	2021	Control	Early	3	0	1	1	Mock rainout
